,correct_name,dec,dir_name,file_name,fits_dec,fits_ra,group,object,ra,wrong_name
237,28 Tau,24.155,28tau,ml180025.fits,24:09:18.0,3:49:34.8,8,28 Tau,57.395,
238,28 Tau,24.1560555556,28tau,ml180026.fits,24:09:21.8,3:49:36.1,8,28 Tau,57.4004166667,
239,28 Tau,24.16475,28tau,na220025.fits,24:09:53.1,3:49:02.8,8,28 Tau,57.2616666667,
240,28 Tau,24.1355277778,28tau,nb240019.fits,24:08:07.9,3:49:36.4,8,28 Tau,57.4016666667,
241,28 Tau,24.1441111111,28tau,ng290050.fits,24:08:38.8,3:49:13.1,8,28 Tau,57.3045833333,
242,28 Tau,24.1432777778,28tau,ng290051.fits,24:08:35.8,3:49:13.1,8,28 Tau,57.3045833333,
243,28 Tau,24.1461944444,28tau,nh180046.fits,24:08:46.3,3:49:45.0,8,28 Tau,57.4375,
244,28 Tau,24.1461666667,28tau,nh180047.fits,24:08:46.2,3:49:45.0,8,28 Tau,57.4375,
245,28 Tau,24.1453611111,28tau,nh180048.fits,24:08:43.3,3:49:45.1,8,28 Tau,57.4379166667,
246,28 Tau,24.1365277778,28tau,nk250017.fits,24:08:11.5,3:49:07.9,8,28 Tau,57.2829166667,
247,28 Tau,24.1382777778,28tau,nk250019.fits,24:08:17.8,3:49:08.4,8,28 Tau,57.285,
248,28 Tau,24.2087222222,28tau,og030033.fits,24:12:31.4,3:48:34.5,8,28 Tau,57.14375,
249,28 Tau,24.1665277778,28tau,og270058.fits,24:09:59.5,3:49:10.4,8,28 Tau,57.2933333333,
250,28 Tau,24.1586944444,28tau,oi010032.fits,24:09:31.3,3:49:11.6,8,28 Tau,57.2983333333,
251,28 Tau,24.1925,28tau,oj070037.fits,24:11:33.0,3:49:44.9,8,28 Tau,57.4370833333,
252,28 Tau,24.14675,28tau,oj140044.fits,24:08:48.3,3:48:49.3,8,28 Tau,57.2054166667,
253,28 Tau,24.1452222222,28tau,pa090029.fits,24:08:42.8,3:49:03.7,8,28 Tau,57.2654166667,
254,28 Tau,24.1441666667,28tau,pa090030.fits,24:08:39.0,3:49:03.8,8,28 Tau,57.2658333333,
255,28 Tau,24.1514444444,28tau,pl150019.fits,24:09:05.2,3:49:06.7,8,28 Tau,57.2779166667,
256,28 Tau,24.1533333333,28tau,pl270039.fits,24:09:12.0,3:48:32.4,8,28 Tau,57.135,
257,28 Tau,24.1620555556,28tau,qa140031.fits,24:09:43.4,3:49:27.8,8,28 Tau,57.3658333333,
258,28 Tau,24.1621111111,28tau,qa140032.fits,24:09:43.6,3:49:27.9,8,28 Tau,57.36625,
259,28 Tau,24.1633888889,28tau,qa150007.fits,24:09:48.2,3:49:26.9,8,28 Tau,57.3620833333,
260,28 Tau,24.1609166667,28tau,qa160015.fits,24:09:39.3,3:49:28.4,8,28 Tau,57.3683333333,
261,28 Tau,24.15475,28tau,qa250019.fits,24:09:17.1,3:49:39.6,8,28 Tau,57.415,
262,28 Tau,24.2016111111,28tau,qc020008.fits,24:12:05.8,3:49:29.4,8,28 Tau,57.3725,
263,28 Tau,24.1968055556,28tau,qc040013.fits,24:11:48.5,3:49:27.6,8,28 Tau,57.365,
264,28 Tau,24.1804722222,28tau,qc260011.fits,24:10:49.7,3:49:34.6,8,28 Tau,57.3941666667,
265,28 Tau,24.1873888889,28tau,qc280017.fits,24:11:14.6,3:49:36.3,8,28 Tau,57.40125,
266,28 Tau,24.1313055556,28tau,qj130038.fits,24:07:52.7,3:49:15.6,8,28 Tau,57.315,
267,28 Tau,24.1367222222,28tau,ra240026.fits,24:08:12.2,03:49:11.2,8,28 Tau,57.2966666667,
268,28 Tau,24.1366666667,28tau,rb110012.fits,24:08:12.00,03:49:11.000,8,28 Tau,57.2958333333,
269,28 Tau,24.1366666667,28tau,rc310008.fits,+24:08:12.00,03:49:11.000,8,28 Tau,57.2958333333,
270,28 Tau,24.1366666667,28tau,rc310009.fits,+24:08:12.00,03:49:11.000,8,28 Tau,57.2958333333,
271,28 Tau,24.1366944444,28tau,ri080026.fits,+24:08:12.10,03:49:11.220,8,28 Tau,57.29675,
272,28 Tau,24.1366944444,28tau,rj080029.fits,+24:08:12.10,03:49:11.220,8,28 Tau,57.29675,
273,28 Tau,24.1366944444,28tau,rj130026.fits,+24:08:12.10,03:49:11.220,8,28 Tau,57.29675,
274,28 Tau,24.1366944444,28tau,rj130027.fits,+24:08:12.10,03:49:11.220,8,28 Tau,57.29675,
275,28 Tau,24.1366944444,28tau,rj210054.fits,+24:08:12.10,03:49:11.220,8,28 Tau,57.29675,
276,28 Tau,24.1366944444,28tau,rj230030.fits,+24:08:12.10,03:49:11.220,8,28 Tau,57.29675,
277,28 Tau,24.1366944444,28tau,rk270018.fits,+24:08:12.10,03:49:11.220,8,28 Tau,57.29675,
278,28 Tau,24.1366944444,28tau,rl030014.fits,+24:08:12.10,03:49:11.220,8,28 Tau,57.29675,
279,28 Tau,24.1366944444,28tau,sa080025.fits,+24:08:12.10,03:49:11.220,8,28 Tau,57.29675,
280,28 Tau,24.1366944444,28tau,sa250050.fits,+24:08:12.10,03:49:11.220,8,28 Tau,57.29675,
281,28 Tau,24.1366944444,28tau,sb080022.fits,+24:08:12.10,03:49:11.220,8,28 Tau,57.29675,
282,28 Tau,24.1366944444,28tau,sb080024.fits,+24:08:12.10,03:49:11.220,8,28 Tau,57.29675,
283,28 Tau,24.1366944444,28tau,sd020015.fits,+24:08:12.10,03:49:11.220,8,28 Tau,57.29675,
284,28 Tau,24.1366944444,28tau,sh060018.fits,+24:08:12.10,03:49:11.220,8,28 Tau,57.29675,
285,28 Tau,24.1366944444,28tau,sh270035.fits,+24:08:12.10,03:49:11.220,8,28 Tau,57.29675,
286,28 Tau,24.1366944444,28tau,si080094.fits,+24:08:12.10,03:49:11.220,8,28 Tau,57.29675,
287,28 Tau,24.1366944444,28tau,si220021.fits,+24:08:12.10,03:49:11.220,8,28 Tau,57.29675,
288,28 Tau,24.1366944444,28tau,si270048.fits,+24:08:12.10,03:49:11.220,8,28 Tau,57.29675,
289,28 Tau,24.1366944444,28tau,tb030026.fits,+24:08:12.10,03:49:11.220,8,28 Tau,57.29675,
290,28 Tau,24.1366944444,28tau,tb140019.fits,+24:08:12.10,03:49:11.220,8,28 Tau,57.29675,
291,28 Tau,24.1366944444,28tau,tb160007.fits,+24:08:12.10,03:49:11.220,8,28 Tau,57.29675,
292,28 Tau,24.1366944444,28tau,tb250035.fits,+24:08:12.10,03:49:11.220,8,28 Tau,57.29675,
293,28 Tau,24.1366944444,28tau,td070007.fits,+24:08:12.10,03:49:11.220,8,28 Tau,57.29675,
294,28 Tau,24.1366944444,28tau,tj120041.fits,+24:08:12.10,03:49:11.220,8,28 Tau,57.29675,
295,28 Tau,24.1366944444,28tau,ub260034.fits,+24:08:12.10,03:49:11.220,8,28 Tau,57.29675,
296,28 Tau,24.1366944444,28tau,uh230042.fits,+24:08:12.10,03:49:11.220,8,28 Tau,57.29675,
297,28 Tau,24.1366944444,28tau,ui230035.fits,+24:08:12.10,03:49:11.220,8,28 Tau,57.29675,
298,28 Tau,24.1366944444,28tau,ui250036.fits,+24:08:12.10,03:49:11.220,8,28 Tau,57.29675,
299,28 Tau,24.1366944444,28tau,ui250045.fits,+24:08:12.10,03:49:11.220,8,28 Tau,57.29675,
300,28 Tau,24.1366944444,28tau,uj150041.fits,+24:08:12.10,03:49:11.220,8,28 Tau,57.29675,
301,28 Tau,24.1366944444,28tau,uk060029.fits,+24:08:12.10,03:49:11.220,8,28 Tau,57.29675,
302,28 Tau,24.1366944444,28tau,uk110033.fits,+24:08:12.10,03:49:11.220,8,28 Tau,57.29675,
303,28 Tau,24.1366944444,28tau,va260022.fits,+24:08:12.10,03:49:11.220,8,28 Tau,57.29675,
304,28 Vul,24.1159444444,28vul,ui230026.fits,+24:06:57.40,20:38:31.907,0,28 Vul,309.632945833,
305,28 tau,24.1366944444,28tau,rl230056.fits,+24:08:12.10,03:49:11.220,8,28 tau,57.29675,
306,28Tau,24.1366944444,28tau,uc020026.fits,+24:08:12.10,03:49:11.220,8,28Tau,57.29675,
307,3 Dra,66.7448888889,3dra,sd180014.fits,+66:44:41.60,11:42:28.400,0,3 Dra,175.618333333,
308,31 Peg,12.2321944444,31peg,mh020020.fits,12:13:55.9,22:21:30.6,8,31 Peg,335.3775,
309,31 Peg,12.2346111111,31peg,mi140018.fits,12:14:04.6,22:20:56.3,8,31 Peg,335.234583333,
310,31 Peg,12.2051666667,31peg,tg180041.fits,+12:12:18.60,22:21:31.067,8,31 Peg,335.379445833,
311,4 Aql,2.06002777778,4aql,rg100002.fits,+02:03:36.10,18:44:49.940,3,4 Aql,281.208083333,
312,4 Aql,2.06002777778,4aql,rg280015.fits,+02:03:36.10,18:44:49.940,3,4 Aql,281.208083333,
313,4 Aql,2.06002777778,4aql,ri080016.fits,+02:03:36.10,18:44:49.940,3,4 Aql,281.208083333,
314,4 Aql,2.06002777778,4aql,ri090029.fits,+02:03:36.10,18:44:49.940,3,4 Aql,281.208083333,
315,4 Aql,2.06002777778,4aql,ri130014.fits,+02:03:36.10,18:44:49.940,3,4 Aql,281.208083333,
316,4 Her,42.5566666667,4her,md160017.fits,42:33:24.0,15:55:31.7,3,4 Her,238.882083333,
317,4 Her,42.5562222222,4her,md160018.fits,42:33:22.4,15:55:31.8,3,4 Her,238.8825,
318,4 Her,42.5593055556,4her,md200014.fits,42:33:33.5,15:55:30.2,3,4 Her,238.875833333,
319,4 Her,42.5504444444,4her,md220026.fits,42:33:01.6,15:55:28.7,3,4 Her,238.869583333,
320,4 Her,42.5563333333,4her,mg260011.fits,42:33:22.8,15:55:42.5,3,4 Her,238.927083333,
321,4 Her,42.5536111111,4her,mh070008.fits,42:33:13.0,15:55:42.4,3,4 Her,238.926666667,
322,4 Her,42.5561111111,4her,mh090012.fits,42:33:22.0,15:55:46.9,3,4 Her,238.945416667,
323,4 Her,42.5547777778,4her,mh110009.fits,42:33:17.2,15:55:43.4,3,4 Her,238.930833333,
324,4 Her,42.5335277778,4her,mi190012.fits,42:32:00.7,15:55:58.0,3,4 Her,238.991666667,
325,4 Her,42.5548611111,4her,mj170009.fits,42:33:17.5,15:55:42.1,3,4 Her,238.925416667,
326,4 Her,42.5625277778,4her,mk120016.fits,42:33:45.1,15:55:40.9,3,4 Her,238.920416667,
327,4 Her,42.5443333333,4her,na230039.fits,42:32:39.6,15:55:46.4,3,4 Her,238.943333333,
328,4 Her,42.5295277778,4her,nb200026.fits,42:31:46.3,15:55:53.4,3,4 Her,238.9725,
329,4 Her,42.5468611111,4her,nb240030.fits,42:32:48.7,15:55:50.3,3,4 Her,238.959583333,
330,4 Her,42.5565,4her,nc170038.fits,42:33:23.4,15:55:50.5,3,4 Her,238.960416667,
331,4 Her,42.4991111111,4her,ne040008.fits,42:29:56.8,15:55:52.9,3,4 Her,238.970416667,
332,4 Her,42.5630555556,4her,ne190011.fits,42:33:47.0,15:55:29.8,3,4 Her,238.874166667,
333,4 Her,42.5250833333,4her,ng210009.fits,42:31:30.3,15:55:43.3,3,4 Her,238.930416667,
334,4 Her,42.5259444444,4her,ng210011.fits,42:31:33.4,15:55:43.5,3,4 Her,238.93125,
335,4 Her,42.5599166667,4her,oa100134.fits,42:33:35.7,15:55:31.8,3,4 Her,238.8825,
336,4 Her,42.5595555556,4her,oa100135.fits,42:33:34.4,15:55:32.5,3,4 Her,238.885416667,
337,4 Her,42.5589166667,4her,ob070028.fits,42:33:32.1,15:55:35.6,3,4 Her,238.898333333,
338,4 Her,42.5283611111,4her,oc220039.fits,42:31:42.1,15:55:32.1,3,4 Her,238.88375,
339,4 Her,42.5522777778,4her,od020033.fits,42:33:08.2,15:55:34.8,3,4 Her,238.895,
340,4 Her,42.5415833333,4her,od020039.fits,42:32:29.7,15:55:36.2,3,4 Her,238.900833333,
341,4 Her,42.5517222222,4her,od110014.fits,42:33:06.2,15:55:40.7,3,4 Her,238.919583333,
342,4 Her,42.5473888889,4her,od110015.fits,42:32:50.6,15:55:42.6,3,4 Her,238.9275,
343,4 Her,42.5353055556,4her,of120017.fits,42:32:07.1,15:55:32.2,3,4 Her,238.884166667,
344,4 Her,42.5218611111,4her,of180013.fits,42:31:18.7,15:55:54.8,3,4 Her,238.978333333,
345,4 Her,42.5218611111,4her,of180014.fits,42:31:18.7,15:55:54.8,3,4 Her,238.978333333,
346,4 Her,42.5562222222,4her,of200002.fits,42:33:22.4,15:55:31.8,3,4 Her,238.8825,
347,4 Her,42.5236666667,4her,of280009.fits,42:31:25.2,15:55:40.6,3,4 Her,238.919166667,
348,4 Her,42.5270555556,4her,of280021.fits,42:31:37.4,15:55:44.1,3,4 Her,238.93375,
349,4 Her,42.5499444444,4her,og170030.fits,42:32:59.8,15:55:42.9,3,4 Her,238.92875,
350,4 Her,-6.9675,4her,pa080052.fits,-6:58:03.0,6:51:34.0,3,4 Her,102.891666667,
351,4 Her,-6.9675,4her,pa080053.fits,-6:58:03.0,6:51:34.0,3,4 Her,102.891666667,
352,4 Her,42.5360277778,4her,pa100052.fits,42:32:09.7,15:55:12.7,3,4 Her,238.802916667,
353,4 Her,42.5354444444,4her,pa290050.fits,42:32:07.6,15:55:43.9,3,4 Her,238.932916667,
354,4 Her,42.53125,4her,pa290052.fits,42:31:52.5,15:55:43.5,3,4 Her,238.93125,
355,4 Her,42.5334166667,4her,pc230035.fits,42:32:00.3,15:55:46.0,3,4 Her,238.941666667,
356,4 Her,42.5329166667,4her,pc230036.fits,42:31:58.5,15:55:46.1,3,4 Her,238.942083333,
357,4 Her,42.5438611111,4her,pd200012.fits,42:32:37.9,15:55:07.1,3,4 Her,238.779583333,
358,4 Her,42.5307777778,4her,pf100002.fits,42:31:50.8,15:55:46.7,3,4 Her,238.944583333,
359,4 Her,42.5511666667,4her,qa140096.fits,42:33:04.2,15:55:40.3,3,4 Her,238.917916667,
360,4 Her,42.5666666667,4her,qc140011.fits,42:34:00.0,15:55:25.4,3,4 Her,238.855833333,
361,4 Her,42.5131111111,4her,qd110007.fits,42:30:47.2,15:55:33.8,3,4 Her,238.890833333,
362,4 Her,42.5137777778,4her,qd110008.fits,42:30:49.6,15:55:34.0,3,4 Her,238.891666667,
363,4 Her,42.5134722222,4her,qd110009.fits,42:30:48.5,15:55:34.0,3,4 Her,238.891666667,
364,4 Her,42.5380555556,4her,qd160013.fits,42:32:17.0,15:55:48.1,3,4 Her,238.950416667,
365,4 Her,42.5198611111,4her,qe010016.fits,42:31:11.5,15:55:31.0,3,4 Her,238.879166667,
366,4 Her,42.5201944444,4her,qe010017.fits,42:31:12.7,15:55:31.1,3,4 Her,238.879583333,
367,4 Her,42.5649722222,4her,rb270035.fits,42:33:53.90,15:55:32.627,3,4 Her,238.885945833,
368,4 Her,42.5633055556,4her,rc050065.fits,42:33:47.90,15:55:29.773,3,4 Her,238.874054167,
369,4 Her,42.5626111111,4her,rc090034.fits,42:33:45.40,15:55:28.620,3,4 Her,238.86925,
370,4 Her,42.5661111111,4her,rc300018.fits,+42:33:58.00,15:55:31.000,3,4 Her,238.879166667,
371,4 Her,42.5661666667,4her,rd050018.fits,+42:33:58.20,15:55:30.587,3,4 Her,238.877445833,
372,4 Her,42.5661666667,4her,rd260045.fits,+42:33:58.20,15:55:30.587,3,4 Her,238.877445833,
373,4 Her,42.5661666667,4her,sd110017.fits,+42:33:58.20,15:55:30.587,3,4 Her,238.877445833,
374,4 Her,42.5661666667,4her,sg110004.fits,+42:33:58.20,15:55:30.587,3,4 Her,238.877445833,
375,4 Her,42.5661666667,4her,va260056.fits,+42:33:58.20,15:55:30.587,3,4 Her,238.877445833,
376,48 Lib,-14.2793611111,48lib,ub230059.fits,-14:16:45.70,15:58:11.367,9,48 Lib,239.5473625,
377,48 Per,47.70875,48per,la040024.fits,47:42:31.5,4:08:43.6,8,48 Per,62.1816666667,
378,48 Per,47.70875,48per,la040025.fits,47:42:31.5,4:08:47.5,8,48 Per,62.1979166667,
379,48 Per,47.7125,48per,ti300047.fits,+47:42:45.00,04:08:39.687,8,48 Per,62.1653625,
380,48 Per,47.7125,48per,ub200035.fits,+47:42:45.00,04:08:39.687,8,48 Per,62.1653625,
381,48 Per,47.7125,48per,vc170037.fits,+47:42:45.00,04:08:39.687,8,48 Per,62.1653625,
382,4Her,42.5458888889,4her,md210043.fits,42:32:45.2,15:55:31.6,3,4Her,238.881666667,
383,4Her,42.5556388889,4her,mg140031.fits,42:33:20.3,15:55:44.1,3,4Her,238.93375,
384,4Her,42.5538055556,4her,mh050024.fits,42:33:13.7,15:55:42.0,3,4Her,238.925,
385,4Her,42.5542222222,4her,mh050025.fits,42:33:15.2,15:55:42.4,3,4Her,238.926666667,
386,4Her,42.5485277778,4her,mh260010.fits,42:32:54.7,15:55:42.2,3,4Her,238.925833333,
387,4Her,42.5514444444,4her,mh270009.fits,42:33:05.2,15:55:45.0,3,4Her,238.9375,
388,4Her,42.5516944444,4her,mh280013.fits,42:33:06.1,15:55:43.6,3,4Her,238.931666667,
389,55 UMa,38.1653333333,55uma,md110014.fits,38:09:55.2,11:19:13.1,8,55 UMa,169.804583333,
390,55 UMa,38.1678888889,55uma,md120012.fits,38:10:04.4,11:19:19.4,8,55 UMa,169.830833333,
391,55 UMa,38.162,55uma,md220023.fits,38:09:43.2,11:19:11.5,8,55 UMa,169.797916667,
392,55 UMa,38.1780277778,55uma,md240058.fits,38:10:40.9,11:19:22.7,8,55 UMa,169.844583333,
393,55 UMa,38.1301944444,55uma,nd110050.fits,38:07:48.7,11:19:20.7,8,55 UMa,169.83625,
394,55 UMa,38.1303888889,55uma,nd110051.fits,38:07:49.4,11:19:20.9,8,55 UMa,169.837083333,
395,55 UMa,38.1799722222,55uma,og170024.fits,38:10:47.9,11:19:33.1,8,55 UMa,169.887916667,
396,55 UMa,38.13525,55uma,pa110050.fits,38:08:06.9,11:19:08.4,8,55 UMa,169.785,
397,55 UMa,38.1351388889,55uma,pa110051.fits,38:08:06.5,11:19:08.6,8,55 UMa,169.785833333,
398,55 UMa,38.1445833333,55uma,pa270065.fits,38:08:40.5,11:19:28.9,8,55 UMa,169.870416667,
399,55 UMa,38.1438888889,55uma,pa280043.fits,38:08:38.0,11:19:25.7,8,55 UMa,169.857083333,
400,55 UMa,38.1355555556,55uma,pd200014.fits,38:08:08.0,11:18:52.7,8,55 UMa,169.719583333,
401,55UMa,38.1657222222,55uma,md140031.fits,38:09:56.6,11:19:14.9,8,55UMa,169.812083333,
402,55UMa,38.1654722222,55uma,md140032.fits,38:09:55.7,11:19:15.0,8,55UMa,169.8125,
403,55UMa,38.177,55uma,md210050.fits,38:10:37.2,11:19:22.5,8,55UMa,169.84375,
404,56 Eri,-8.50355555556,56eri,tj290047.fits,-08:30:12.80,04:44:05.320,9,56 Eri,71.0221666667,
405,59 Cyg,47.5198333333,59cyg,la050008.fits,47:31:11.4,20:59:54.8,8,59 Cyg,314.978333333,
406,59 Cyg,47.5402222222,59cyg,md140045.fits,47:32:24.8,20:59:51.4,8,59 Cyg,314.964166667,
407,59 Cyg,47.5209444444,59cyg,md220037.fits,47:31:15.4,20:59:49.6,8,59 Cyg,314.956666667,
408,59 Cyg,47.5366111111,59cyg,mg230015.fits,47:32:11.8,21:00:01.1,8,59 Cyg,315.004583333,
409,59 Cyg,47.5305277778,59cyg,mh020010.fits,47:31:49.9,21:00:00.8,8,59 Cyg,315.003333333,
410,59 Cyg,47.5314722222,59cyg,mi140015.fits,47:31:53.3,20:59:26.9,8,59 Cyg,314.862083333,
411,59 Cyg,47.5178611111,59cyg,mi170016.fits,47:31:04.3,21:00:12.1,8,59 Cyg,315.050416667,
412,59 Cyg,47.5179444444,59cyg,mi170017.fits,47:31:04.6,21:00:12.2,8,59 Cyg,315.050833333,
413,59 Cyg,47.5462222222,59cyg,ml090029.fits,47:32:46.4,21:00:06.2,8,59 Cyg,315.025833333,
414,59 Cyg,47.4915,59cyg,ne040010.fits,47:29:29.4,21:00:09.7,8,59 Cyg,315.040416667,
415,59 Cyg,47.5332777778,59cyg,nh100006.fits,47:31:59.8,20:59:57.9,8,59 Cyg,314.99125,
416,59 Cyg,47.53325,59cyg,nh100007.fits,47:31:59.7,20:59:57.9,8,59 Cyg,314.99125,
417,59 Cyg,47.5215833333,59cyg,oi230026.fits,47:31:17.7,20:59:52.8,8,59 Cyg,314.97,
418,59 Cyg,47.5221388889,59cyg,ok240011.fits,47:31:19.7,20:59:54.8,8,59 Cyg,314.978333333,
419,59 Cyg,47.5218888889,59cyg,ok240017.fits,47:31:18.8,20:59:59.0,8,59 Cyg,314.995833333,
420,59 Cyg,47.5209444444,59cyg,tg150033.fits,+47:31:15.40,20:59:49.560,8,59 Cyg,314.9565,
421,59 Cyg,47.5209444444,59cyg,ub280050.fits,+47:31:15.40,20:59:49.560,8,59 Cyg,314.9565,
422,59 Cyg,47.5209444444,59cyg,ud090030.fits,+47:31:15.40,20:59:49.560,8,59 Cyg,314.9565,
423,59 Cyg,47.5209444444,59cyg,ud210024.fits,+47:31:15.40,20:59:49.560,8,59 Cyg,314.9565,
424,59 Cyg,47.5209444444,59cyg,ue110047.fits,+47:31:15.40,20:59:49.560,8,59 Cyg,314.9565,
425,59 Cyg,47.5209444444,59cyg,ue210020.fits,+47:31:15.40,20:59:49.560,8,59 Cyg,314.9565,
426,59 Cyg,47.5209444444,59cyg,ue210042.fits,+47:31:15.40,20:59:49.560,8,59 Cyg,314.9565,
427,59 Cyg,47.5209444444,59cyg,ug060046.fits,+47:31:15.40,20:59:49.560,8,59 Cyg,314.9565,
428,59 Cyg,47.5209444444,59cyg,ug080026.fits,+47:31:15.40,20:59:49.560,8,59 Cyg,314.9565,
429,59 Cyg,47.5209444444,59cyg,ug110053.fits,+47:31:15.40,20:59:49.560,8,59 Cyg,314.9565,
430,59 Cyg,47.5209444444,59cyg,uh080002.fits,+47:31:15.40,20:59:49.560,8,59 Cyg,314.9565,
431,59 Cyg,47.5209444444,59cyg,uh220053.fits,+47:31:15.40,20:59:49.560,8,59 Cyg,314.9565,
432,59 Cyg,47.5209444444,59cyg,uh290017.fits,+47:31:15.40,20:59:49.560,8,59 Cyg,314.9565,
433,59 Cyg,47.5209444444,59cyg,ui010026.fits,+47:31:15.40,20:59:49.560,8,59 Cyg,314.9565,
434,59 Cyg,47.5209444444,59cyg,ui260059.fits,+47:31:15.40,20:59:49.560,8,59 Cyg,314.9565,
435,59 Cyg,47.5209444444,59cyg,uj020064.fits,+47:31:15.40,20:59:49.560,8,59 Cyg,314.9565,
436,59 Cyg,47.5209444444,59cyg,uj020065.fits,+47:31:15.40,20:59:49.560,8,59 Cyg,314.9565,
437,59 Cyg,47.5209444444,59cyg,vc200035.fits,+47:31:15.40,20:59:49.560,8,59 Cyg,314.9565,
438,59Cyg,47.5296388889,59cyg,mg140010.fits,47:31:46.7,20:59:59.2,8,59Cyg,314.996666667,
439,6 Cas,62.2145,6cas,uh310017.fits,+62:12:52.20,23:48:50.167,x,6 Cas,357.209029167,
440,6 Cas,62.2145,6cas,uh310019.fits,+62:12:52.20,23:48:50.167,x,6 Cas,357.209029167,
441,6 Cep,64.7945833333,hd203573,qa140012.fits,64:47:40.5,21:20:15.4,0,6 Cep,320.064166667,
442,6 Cep,64.7945,hd203573,qa140013.fits,64:47:40.2,21:20:15.4,0,6 Cep,320.064166667,
443,6 Cep,64.8561666667,6cep,oi190032.fits,64:51:22.2,21:19:38.2,4,6 Cep,319.909166667,
444,6 Cep,64.8950555556,6cep,pa090023.fits,64:53:42.2,21:19:47.0,4,6 Cep,319.945833333,
445,6 Cep,64.8901666667,6cep,pa280009.fits,64:53:24.6,21:20:13.3,4,6 Cep,320.055416667,
446,6 Cep,64.8673888889,6cep,pj080039.fits,64:52:02.6,21:20:11.5,4,6 Cep,320.047916667,
447,6 Cep,64.8678611111,6cep,pj080041.fits,64:52:04.3,21:20:12.1,4,6 Cep,320.050416667,
448,6 Cep,64.8725,6cep,pj080050.fits,64:52:21.0,21:20:19.8,4,6 Cep,320.0825,
449,6 Cep,64.8726944444,6cep,pj080051.fits,64:52:21.7,21:20:19.9,4,6 Cep,320.082916667,
450,6 Cep,64.9306666667,6cep,qa150020.fits,64:55:50.4,21:20:14.8,4,6 Cep,320.061666667,
451,6 Cep,64.9184722222,6cep,qc120034.fits,64:55:06.5,21:19:31.3,4,6 Cep,319.880416667,
452,6 Cep,64.9162222222,6cep,qc120035.fits,64:54:58.4,21:19:30.7,4,6 Cep,319.877916667,
453,6 Cep,64.9281944444,6cep,qc260041.fits,64:55:41.5,21:17:57.2,4,6 Cep,319.488333333,
454,6 Cep,64.9276944444,6cep,qc260042.fits,64:55:39.7,21:17:56.8,4,6 Cep,319.486666667,
455,6 Cep,64.9091388889,6cep,qd230011.fits,64:54:32.9,21:19:41.2,4,6 Cep,319.921666667,
456,6 Cep,64.8706111111,6cep,rb270045.fits,64:52:14.20,21:19:26.360,4,6 Cep,319.859833333,
457,6 Cep,64.8718333333,6cep,re070028.fits,+64:52:18.60,21:19:22.220,4,6 Cep,319.842583333,
458,6 Cep,64.8718333333,6cep,re070029.fits,+64:52:18.60,21:19:22.220,4,6 Cep,319.842583333,
459,6 Cep,64.8718333333,6cep,re070030.fits,+64:52:18.60,21:19:22.220,4,6 Cep,319.842583333,
460,6 Cep,64.8718333333,6cep,re070031.fits,+64:52:18.60,21:19:22.220,4,6 Cep,319.842583333,
461,6 Cep,64.8718333333,6cep,rf050016.fits,+64:52:18.60,21:19:22.220,4,6 Cep,319.842583333,
462,6 Cep,64.8718333333,6cep,rh240071.fits,+64:52:18.60,21:19:22.220,4,6 Cep,319.842583333,
463,6 Cep,64.8718333333,6cep,rh240073.fits,+64:52:18.60,21:19:22.220,4,6 Cep,319.842583333,
464,6 Cep,64.8718333333,6cep,rh310015.fits,+64:52:18.60,21:19:22.220,4,6 Cep,319.842583333,
465,6 Cep,64.8718333333,6cep,sd150029.fits,+64:52:18.60,21:19:22.220,4,6 Cep,319.842583333,
466,6 Cep,64.8718333333,6cep,tg150055.fits,+64:52:18.60,21:19:22.220,4,6 Cep,319.842583333,
467,60 Cyg,46.1764722222,60cyg,md110022.fits,46:10:35.3,21:01:15.1,8,60 Cyg,315.312916667,
468,60 Cyg,46.1769166667,60cyg,md120017.fits,46:10:36.9,21:01:13.1,8,60 Cyg,315.304583333,
469,60 Cyg,20.8353055556,60cyg,md220040.fits,20:50:07.1,18:02:17.2,8,60 Cyg,270.571666667,
470,60 Cyg,46.1710555556,60cyg,mg230016.fits,46:10:15.8,21:01:21.5,8,60 Cyg,315.339583333,
471,60 Cyg,46.1645277778,60cyg,mh020012.fits,46:09:52.3,21:01:22.0,8,60 Cyg,315.341666667,
472,60 Cyg,46.16425,60cyg,mh050045.fits,46:09:51.3,21:01:26.5,8,60 Cyg,315.360416667,
473,60 Cyg,46.1629444444,60cyg,mh090020.fits,46:09:46.6,21:01:23.8,8,60 Cyg,315.349166667,
474,60 Cyg,46.1617222222,60cyg,mh200024.fits,46:09:42.2,21:01:22.1,8,60 Cyg,315.342083333,
475,60 Cyg,46.1616944444,60cyg,mh200025.fits,46:09:42.1,21:01:22.1,8,60 Cyg,315.342083333,
476,60 Cyg,46.1665277778,60cyg,mh260047.fits,46:09:59.5,21:01:32.3,8,60 Cyg,315.384583333,
477,60 Cyg,46.1603888889,60cyg,mh280016.fits,46:09:37.4,21:01:21.2,8,60 Cyg,315.338333333,
478,60 Cyg,46.1694166667,60cyg,mi060045.fits,46:10:09.9,21:01:32.8,8,60 Cyg,315.386666667,
479,60 Cyg,46.1527777778,60cyg,mi170018.fits,46:09:10.0,21:01:32.7,8,60 Cyg,315.38625,
