#object, dir
27Vul,27vul
HR7880,27vul
HR7880,27vul
27 Vul,27vul
27 Vul,27vul
27 Vul,27vul
27 Vul,27vul
HR7880,27vul
HR7880,27vul
27 Vul,27vul
27 Vul,27vul
27 Vul,27vul
27Vul,27vul
HR7880,27vul
27 Vul,27vul
HR7880,27vul
HR7880,27vul
27 Vul,27vul
HR7880,27vul
27 Vul,27vul
27Vul,27vul
HR7880,27vul
27 Vul,27vul
27 Vul,27vul
27 Vul,27vul
27 Vul,27vul
27 Vul,27vul
27 Vul,27vul
HR7880,27vul
HR7880,27vul
HR7880,27vul
HR7880,27vul
27 Vul,27vul
HR 7880,27vul
27 Vul,27vul
HR7880,27vul
HR7880,27vul
HR7880,27vul
HR7880,27vul
HR7880,27vul
27 Vul,27vul
27 Vul,27vul
27 Vul,27vul
HR7880,27vul
HR7880,27vul
27 Vul,27vul
HR7880,27vul
HR 7880,27vul
27 Vul,27vul
27vul,27vul
HR7880,27vul
HR7880,27vul
27Vul,27vul
27 Vul,27vul
HR 7880,27vul
HR7880,27vul
HD 49888,hd49888
BD+08_102,blpsc
BD+08_102,blpsc
HR 6906,hr6906
HIP093764,hd177702
HIP093764,hd177702
HIP 109320,hip109320
HD217476,v509cas
HD217476,v509cas
HD217476,v509cas
HD 217476,v509cas
HD 217476,v509cas
HD217476,v509cas
HD217476,v509cas
HD 217476,v509cas
HD 217476,v509cas
HD 217476,v509cas
HD217476,v509cas
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu  Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu  Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
nu Gem,nugem
pi Aqr,piaqr
pi Aqr,piaqr
pi Aqr,piaqr
pi Aqr,piaqr
pi Aqr,piaqr
pi Aqr,piaqr
pi Aqr,piaqr
pi Aqr,piaqr
pi Aqr,piaqr
pi Aqr,piaqr
pi Aqr,piaqr
pi Aqr,piaqr
pi Aqr,piaqr
pi Aqr,piaqr
pi Aqr,piaqr
pi Aqr,piaqr
pi Aqr,piaqr
pi Aqr,piaqr
pi Aqr,piaqr
pi Aqr,piaqr
pi Aqr,piaqr
pi Aqr,piaqr
pi Aqr,piaqr
pi Aqr,piaqr
pi Aqr,piaqr
pi Aqr,piaqr
pi Aqr,piaqr
pi Aqr,piaqr
pi Aqr,piaqr
pi Aqr,piaqr
pi Aqr,piaqr
HD 193182,hd193182
HD 193182,hd193182
HD 193182,hd193182
hd 193182,hd193182
HD 193182,hd193182
V414 Aur,v414aur
V777 Cas,v777cas
HIP97108,hd186455
HIP97108,hd186455
TZ Dra,tzdra
TZ Dra,tzdra
TZ Dra,tzdra
TZ Dra,tzdra
TZ Dra,tzdra
TZ Dra,tzdra
HIP 35389,hip35389
zet2 UMa,zet2uma
TYC 3320-1861-1,tyc3320-1861-1
FS CMa,fscma
FS CMa,fscma
FS CMa,fscma
FS CMa,fscma
FS CMa,fscma
FS CMa,fscma
FS CMa,fscma
FS CMa,fscma
FS CMa,fscma
FS CMa,fscma
FS CMa,fscma
FS CMa,fscma
FS CMa,fscma
FS CMa,fscma
FS CMa,fscma
FS CMa,fscma
FS CMa,fscma
FS CMa,fscma
FS CMa,fscma
FS CMa,fscma
FS CMa,fscma
FS Cma,fscma
FS CMa,fscma
FS Cma,fscma
FS CMa,fscma
FS CMa,fscma
FS CMa,fscma
FS CMa,fscma
FS Cma,fscma
FS CMa,fscma
FS CMa,fscma
FS CMa,fscma
FS CMa,fscma
FS CMa,fscma
FS CMa,fscma
FS CMa,fscma
FS CMa,fscma
TYC4000-216-1,tyc4000-216-1
TYC4000-216-1,tyc4000-216-1
TYC4000-216-1,tyc4000-216-1
TYC4000,tyc4000-216-1
TYC4000,tyc4000-216-1
TYC4000-216-1,tyc4000-216-1
TYC4000-216-1,tyc4000-216-1
TYC4000-216-1,tyc4000-216-1
TYC4000-216-1,tyc4000-216-1
TYC4000,tyc4000-216-1
TYC4000-216-1,tyc4000-216-1
TYC4000-216-1,tyc4000-216-1
TYC4000-216-1,tyc4000-216-1
TYC4000-216-1,tyc4000-216-1
TYC4000-216-1,tyc4000-216-1
TYC4000-216-1,tyc4000-216-1
TYC4000-216-1,tyc4000-216-1
TYC4000,tyc4000-216-1
TYC4000,tyc4000-216-1
TYC4000,tyc4000-216-1
TYC4000,tyc4000-216-1
TYC4000,tyc4000-216-1
V850Cyg,v850cyg
V850Cyg,v850cyg
V850Cyg,v850cyg
V850Cyg,v850cyg
V850Cyg,v850cyg
V850Cyg,v850cyg
V850Cyg,v850cyg
HD 86612,hd86612
HD 86612,hd86612
HD 205060,hd205060
31 Peg,31peg
31 Peg,31peg
31 Peg,31peg
HD 201522,hd201522
V2119 Cyg,v2119cyg
HR7401,hr7401
HR 7401,hr7401
HR7401,hr7401
HR7401,hr7401
V649 Cas,v649cas
V649 Cas,v649cas
V649 Cas,v649cas
V649 Cas,v649cas
V649 Cas,v649cas
V649 Cas,v649cas
V649Cas,v649cas
V649 Cas,v649cas
V649 Cas,v649cas
V649 Cas,v649cas
V649 Cas,v649cas
V649 Cas,v649cas
V649 Cas,v649cas
V649 Cas,v649cas
V649 Cas,v649cas
V649 Cas,v649cas
V649 Cas,v649cas
V649 Cas,v649cas
V649 Cas,v649cas
V649 Cas,v649cas
V649Cas,v649cas
V649 Cas,v649cas
v649 cas,v649cas
V649 Cas,v649cas
V649 cas,v649cas
V649 Cas,v649cas
V649 Cas,v649cas
V649 Cas,v649cas
V649 Cas,v649cas
V649 Cas,v649cas
V649 Cas,v649cas
V649 Cas,v649cas
V649 Cas,v649cas
V649 Cas,v649cas
V649 Cas,v649cas
HIP92306,hip92306
HIP92306,hip92306
HIP92306,hip92306
HIP92306,hip92306
HIP094990,hd181362
HIP094990,hd181362
12 Aur,12aur
12 Aur,12aur
12 Aur,12aur
12 Aur,12aur
12 Aur,12aur
12 Aur,12aur
12 Aur,12aur
12 Aur,12aur
12 Aur,12aur
12 Aur,12aur
12 Aur,12aur
g Her,gher
g Her,gher
g Her,gher
g Her,gher
g Her,gher
HIP80522,hip80522
HIP80522,hip80522
HIP80522,hip80522
HIP80522,hip80522
V1369 Ori,v1369ori
GALEXJ1348+4337,galexj1348pl4337
GALEXJ1348+4337,galexj1348pl4337
GALEXJ1348+4337,galexj1348pl4337
GALEXJ1348+4337,galexj1348pl4337
GALEXJ1348+4337,galexj1348pl4337
GALEXJ1348+4337,galexj1348pl4337
V2153 Cyg,v2153cyg
9 UMa,9uma
HD 9709,hd9709
HIP26940,hd36971
HIP26940,hd36971
HIP26940,hd36971
HIP26940,hd36971
HD 32328,hd32328
HD 32328,hd32328
HD 32328,hd32328
HD 32328,hd32328
HD32328,hd32328
HD 32328,hd32328
HD 32328,hd32328
HD 32328,hd32328
chi Aur,chiaur
chi Aur,chiaur
chi Aur,chiaur
chi Aur,chiaur
chi aur,chiaur
chi Aur,chiaur
chi Aur,chiaur
Chi Aur,chiaur
chi Aur,chiaur
chi Aur,chiaur
chi Aur,chiaur
chiAur,chiaur
chi Aur,chiaur
chi Aur,chiaur
chi Aur,chiaur
chi Aur,chiaur
chi Aur,chiaur
chi Aur,chiaur
chi Aur,chiaur
chi aur,chiaur
HD 13867,hd13867
HD 64566,hd64566
HD 64566,hd64566
UZLyr,uzlyr
UZLyr,uzlyr
3 Dra,3dra
V1374 Ori,v1374ori
V1374 Ori,v1374ori
V639 Cas,v639cas
V639 Cas,v639cas
HD 64109,hd64109
HD18131,hd18131
HD18131,hd18131
HD18131,hd18131
HD18131,hd18131
HD18131,hd18131
alp Ori,alpori
HD 149382,hd149382
HD 34302,hd34302
psi Per,psiper
psi Per,psiper
psi Per,psiper
psi Per,psiper
psi Per,psiper
psi Per,psiper
psi Per,psiper
psi Per,psiper
psi Per,psiper
Psi Per,psiper
psi Per,psiper
psi Per,psiper
psi Per,psiper
psi Per,psiper
psi Per,psiper
psi Per,psiper
Psi Per,psiper
psi Per,psiper
psi Per,psiper
psi Per,psiper
Psi Per,psiper
psi Per,psiper
psi Per,psiper
Psi Per,psiper
psi Per,psiper
Psi Per,psiper
psi Per,psiper
psi Per,psiper
psi Per,psiper
25 Cyg,25cyg
GALEX0716+2319,galexj0716pl2319
GALEX0716+2319,galexj0716pl2319
HD14818,v554per
HD14818,v554per
HD 7720,hd7720
HIP27249,hd38091
HIP27249,hd38091
HD 207232,hd207232
SS Cyg,sscyg
SS Cyg,sscyg
V568 Cyg,v568cyg
V568Cyg,v568cyg
V568 Cyg,v568cyg
V568 Cyg,v568cyg
V568 Cyg,v568cyg
V568 Cyg,v568cyg
OT Gem,otgem
OT Gem,otgem
OT Gem,otgem
OT Gem,otgem
OT Gem,otgem
OT Gem,otgem
OT Gem,otgem
OT Gem,otgem
OT Gem,otgem
OT Gem,otgem
OT Gem,otgem
OT Gem,otgem
OT Gem,otgem
FF Cam,ffcam
FF Cam,ffcam
FF Cam,ffcam
FF Cam,ffcam
FF Cam,ffcam
FF Cam,ffcam
FF Cam,ffcam
FF Cam,ffcam
FF Cam,ffcam
FF Cam,ffcam
FF Cam,ffcam
FF Cam,ffcam
FF Cam,ffcam
FF Cam,ffcam
FF Cam,ffcam
HD13854,hd13854
HD13854,hd13854
HD 199218,hd199218
TYC4406,tyc4406-285-1
TYC4406-285-1,tyc4406-285-1
TYC4406,tyc4406-285-1
TYC4406-285-1,tyc4406-285-1
TYC4406-285-1,tyc4406-285-1
TYC4406-285-1,tyc4406-285-1
TYC4406,tyc4406-285-1
TYC4406,tyc4406-285-1
TYC4406-285-1,tyc4406-285-1
TYC4406,tyc4406-285-1
TYC4406-285-1,tyc4406-285-1
TYC4406-285-1,tyc4406-285-1
TYC4406,tyc4406-285-1
P Cyg,pcyg
P Cyg,pcyg
P Cyg,pcyg
P Cyg,pcyg
P Cyg,pcyg
P Cyg,pcyg
P Cyg,pcyg
P Cyg,pcyg
P Cyg,pcyg
P Cyg,pcyg
P Cyg,pcyg
P Cyg,pcyg
P Cyg,pcyg
P Cyg,pcyg
P Cyg,pcyg
P Cyg,pcyg
RW Cep,rwcep
RW Cep,rwcep
HD21699,v396per
HD21699,v396per
theta1 Ori C,the1oriC
theta1 Ori C,the1oriC
theta1 Ori C,the1oriC
theta1 Ori C,the1oriC
theta1 Ori C,the1oriC
theta1 Ori C,the1oriC
HR2142,hr2142
HR2142,hr2142
HR 2142,hr2142
HR 2142,hr2142
HR2142,hr2142
HR 2142,hr2142
HR2142,hr2142
HR2142,hr2142
HR 2142,hr2142
HR 2142,hr2142
HR 2142,hr2142
HR 2142,hr2142
HR2142,hr2142
HR 2142,hr2142
V696 Mon,hr2142
V696 Mon,hr2142
28 Cyg,28cyg
28 Cyg,28cyg
28 Cyg,28cyg
28 Cyg,28cyg
28 Cyg,28cyg
28 Cyg,28cyg
KL CMa,klcma
HIP74155,hd135119
HIP74155,hd135119
V431 Sct,v431sct
V431 Sct,v431sct
v431sct,v431sct
V431 Sct,v431sct
V431 Sct,v431sct
V431 Sct,v431sct
V431 Sct,v431sct
V431 Sct,v431sct
V431 Sct,v431sct
V431 Sct,v431sct
V431 Sct,v431sct
v431sct,v431sct
V431,v431sct
V431 Sct,v431sct
V431 Sct,v431sct
v431sct,v431sct
V431 Sct,v431sct
V431 Sct,v431sct
V431 Sct,v431sct
V431 Sct,v431sct
V431 Sct,v431sct
V431,v431sct
HD174105,hd174105
4 Aql,4aql
4 Aql,4aql
4 Aql,4aql
4 Aql,4aql
4 Aql,4aql
YY Her,yyher
YY Her,yyher
YY Her,yyher
YY Her,yyher
eps Cap,epscap
DI Her,diher
DI Her,diher
DI Her,diher
DI Her,diher
DI Her,diher
DI Her,diher
DI Her,diher
DI Her,diher
DI Her,diher
KX And,kxand
KX And,kxand
KX And,kxand
KX And,kxand
KX And,kxand
KX And,kxand
KX And,kxand
KX And,kxand
KX And,kxand
KX And,kxand
KX And,kxand
KX And,kxand
KX And,kxand
KX And,kxand
KX And,kxand
KX And,kxand
KX And,kxand
KX And,kxand
KX And,kxand
KX And,kxand
KX And,kxand
HIP068092,hd121607
HIP068092,hd121607
HD45995,hd45995
HD45995,hd45995
105 Tau,105tau
alpha Per,alpper
V378 And,v378and
17 Lep,17lep
HD 12953,hd12953
HD 12953,hd12953
HD 246878,hd246878
V744 Mon,v744mon
V744 Mon,v744mon
V420 Aur,v420aur
V420 Aur,v420aur
V420 Aur,v420aur
V420 Aur,v420aur
V420 Aur,v420aur
HIP 101648,hip101648
beta Per,betper
beta Per,betper
beta Per,betper
beta Per,betper
beta Per,betper
beta Per,betper
beta Per,betper
beta Per,betper
beta Per,betper
beta Per,betper
beta Per,betper
beta Per,betper
beta Per,betper
beta Per,betper
beta Per,betper
beta Per,betper
beta Per,betper
beta Per,betper
beta Per,betper
beta Per,betper
HIP113764,hd217768
HIP113764,hd217768
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
del Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
Del Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
del Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
del Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
del Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
del Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
del ori,delori
del Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
Del Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
del Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
del Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
del Ori,delori
delta Ori,delori
delta Ori,delori
Del Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
del Ori,delori
del Ori,delori
delta Ori,delori
delta Ori,delori
del Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
del Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
del Ori,delori
delta Ori,delori
delta Ori,delori
delOri,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
del Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
del Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
del Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
del Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
delta Ori,delori
del Ori,delori
delta Ori,delori
V447 Aur,v447aur
HIP111875,hd214767
HIP111875,hd214767
HIP76902,hip76902
HIP76902,hip76902
gamma CrB,gamcrb
gamma CrB,gamcrb
gamma CrB,gamcrb
HD 53416,hd53416
hip94145,hd179259
hip94145,hd179259
hip94145,hd179259
hip94145,hd179259
HIP94145,hd179259
HIP94145,hd179259
HD 179259,hd179259
hip94145,hd179259
hip94145,hd179259
hip94145,hd179259
hip94145,hd179259
hip94145,hd179259
HIP 94145,hd179259
HIP94145,hd179259
hip94145,hd179259
HIP 95145,hd179259
hip94145,hd179259
hip94145,hd179259
bet Mon B+C?,betmonB
V635Mon,v635mon
HD31617,hd31617
HD 31617,hd31617
HD 31617,hd31617
HD 31617,hd31617
HD 31617,hd31617
HD31617,hd31617
HD 31617,hd31617
HD 31617,hd31617
HD 162867,hd162867
HD 162867,hd162867
HD169033,hd169033
V821 Cas,v821cas
EM Cep,emcep
EM Cep,emcep
EM Cep,emcep
EM Cep,emcep
EM Cep,emcep
EM Cep,emcep
EM Cep,emcep
EM Cep,emcep
EM Cep,emcep
EM Cep,emcep
EM Cep,emcep
EM Cep,emcep
EM Cep,emcep
EM Cep,emcep
EM Cep,emcep
EM Cep,emcep
EM Cep,emcep
EM Cep,emcep
EM Cep,emcep
EM Cep,emcep
EM Cep,emcep
EM Cep,emcep
EM Cep,emcep
EM Cep,emcep
EM Cep,emcep
EM Cep,emcep
EM Cep,emcep
EM Cep,emcep
EM Cep,emcep
EM Cep,emcep
EM Cep,emcep
EM Cep,emcep
EM Cep,emcep
EM Cep,emcep
EM Cep,emcep
EM Cep,emcep
EM Cep,emcep
EM Cep,emcep
EM Cep,emcep
EM  Cep,emcep
EM Cep,emcep
EM Cep,emcep
EM Cep,emcep
EM Cep,emcep
EM Cep,emcep
EM Cep,emcep
EM Cep,emcep
EM Cep,emcep
EM Cep,emcep
EM Cep,emcep
EM Cep,emcep
EM Cep,emcep
V452 Vul,v452vul
V452 Vul,v452vul
V452 Vul,v452vul
Y Cyg,ycyg
Y Cyg,ycyg
omega Ori,omeori
omega Ori,omeori
omega Ori,omeori
omega Ori,omeori
omega Ori,omeori
omega Ori,omeori
ome Ori,omeori
ome Ori,omeori
omega Ori,omeori
omega Ori,omeori
omega Ori,omeori
ome Ori,omeori
omega Ori,omeori
BD+421552,bd421552
BD+421552,bd421552
HIP58723,hd104573
HIP58723,hd104573
FR CMa,frcma
FR CMa,frcma
HD81357,hd81357
HD 81357,hd81357
HD81357,hd81357
HD 81357,hd81357
HD 81357,hd81357
HD 81357,hd81357
HD 81357,hd81357
HD 81357,hd81357
HD 81357,hd81357
HD 81357,hd81357
HD 81357,hd81357
HD81357,hd81357
HD 81357,hd81357
HD 81357,hd81357
HD81357,hd81357
HD 81357,hd81357
HD 81357,hd81357
HD81357,hd81357
HD 81357,hd81357
V731 Tau,v731tau
HD 176582,hd176582
V459 Vul,v459vul
V418 Cep,v418cep
V2163 Cyg,v2163cyg
HD179218,hd179218
beta LyrB,betlyrB
beta Lyr B,betlyrB
beta Lyr,betlyrB
GU CMa,gucma
HIP 106919,hip106919
HIP 106919,hip106919
hip96146,hd184659
hip96146,hd184659
hip96146,hd184659
hip96146,hd184659
hip96146,hd184659
HIP94146,hd184659
hip96146,hd184659
hip96146,hd184659
hip96146,hd184659
hip96146,hd184659
HIP 96146,hd184659
HIP 96146,hd184659
hip96146,hd184659
HIP 96146,hd184659
hip96146,hd184659
15 Mon,15mon
HR 1847A+B,hr1847a
HR 1847a,hr1847a
HR 1847A,hr1847a
HR 1847A,hr1847a
HR 1847A,hr1847a
HR 1847A,hr1847a
HR 1847A,hr1847a
HR 1847b,hr1847a
HR 1847A,hr1847a
HR1847 A,hr1847a
HR1847A+B,hr1847a
HR 1847A,hr1847a
HR 1847a,hr1847a
HR1847a,hr1847a
HR1847A,hr1847a
HR1847A,hr1847a
HR1847A,hr1847a
HR 1847A,hr1847a
HR 1847A,hr1847a
HR 1847A,hr1847a
HR 1847,hr1847a
HR 1847A,hr1847a
HR 1847A,hr1847a
HR 1847A,hr1847a
HR 1847A,hr1847a
HR1847,hr1847a
HR 1847A,hr1847a
HR 1847A,hr1847a
HR 1847A,hr1847a
HR 1847 A,hr1847a
HR 1847A+B,hr1847a
HR 1847A,hr1847a
HR1847A,hr1847a
HR 1847B,hr1847a
HR 1847A,hr1847a
HR 1847A,hr1847a
HR 1847A,hr1847a
HR1847A,hr1847a
HR 1847A,hr1847a
HR 1847B(+A),hr1847a
HR 1847a,hr1847a
HR 1847A,hr1847a
HR 1847,hr1847a
HR 1847a,hr1847a
HR 1847A,hr1847a
HR1847A,hr1847a
hr 1847a,hr1847a
HR 1847,hr1847a
HR 1847A+B,hr1847a
HR 1847B,hr1847a
HR 1847A,hr1847a
HR 1847A,hr1847a
HR 1847A,hr1847a
HR1847,hr1847a
HR 1847A,hr1847a
HR 1847A,hr1847a
HR 1847A,hr1847a
HR1847,hr1847a
HR 1847a,hr1847a
HR 1847a,hr1847a
HR1847B+A,hr1847a
HR 1847b,hr1847a
HR 1847A,hr1847a
HR 1847A,hr1847a
HR 1847A+B,hr1847a
HR1847A,hr1847a
HR 1847B+A,hr1847a
HR 1847 A,hr1847a
HR 1847A,hr1847a
V787 Cas,v787cas
V2245 Cyg,v2245cyg
XX Oph,xxoph
XX Oph,xxoph
HIP 107179,hip107179
HD 20120,hd20210
V423 Per,hd20210
HD20210,hd20210
HD 20210,hd20210
HD 20210,hd20210
V423 Per,hd20210
V423 Per,hd20210
HD 20210,hd20210
HD 20210,hd20210
HD 20210,hd20210
V423 Per,hd20210
HD 20210,hd20210
HD 20210,hd20210
HD 46131,hd46131
BD+43 1168,bd431168
BD+431168,bd431168
HR6168,hr6168
HR6168,hr6168
KS CMa,kscma
KS CMa,kscma
KS CMa,kscma
KS CMa,kscma
 KS CMa,kscma
KS CMa,kscma
KS CMa,kscma
IRC +10420,v1302aql
IRC +10420,v1302aql
IRC+10420,v1302aql
IRC+10420,v1302aql
55 UMa,55uma
55 UMa,55uma
55UMa,55uma
55 UMa,55uma
55 UMa,55uma
55 UMa,55uma
55 UMa,55uma
55 UMa,55uma
55 UMa,55uma
55 UMa,55uma
55 UMa,55uma
55UMa,55uma
55UMa,55uma
55 UMa,55uma
55 UMa,55uma
RS Cyg,rscyg
RS Cyg,rscyg
etaLyr,etalyr
etaLyr,etalyr
theta1 Ori C,bmori
20 Vul,20vul
HD 155609,hd155609
HD 236737,hd236737
HD91316,rholeo
HD91316,rholeo
HD91316,rholeo
HD91316,rholeo
HD 91316,rholeo
HD91316,rholeo
HD91316,rholeo
HD 91316,rholeo
HD91316,rholeo
HD91316,rholeo
HD91316,rholeo
rho Leo,rholeo
HD91316,rholeo
HD91316,rholeo
HD91316,rholeo
HD91316,rholeo
HD91316,rholeo
rho Leo,rholeo
HD91316,rholeo
HD91316,rholeo
HD 91316,rholeo
HD91316,rholeo
rho Leo,rholeo
rho Leo,rholeo
HD91316,rholeo
HD91316,rholeo
HD 91316,rholeo
HD91316,rholeo
rho leo,rholeo
HD91316,rholeo
HD91316,rholeo
HD 91316,rholeo
HD91316,rholeo
HD91316,rholeo
HD91316,rholeo
HD91316,rholeo
HD91316,rholeo
HD91316,rholeo
V2385 Oph,v2385oph
HD 187523,hd187523
HR  1260,hr1260
HR 1260,hr1260
HR 1260,hr1260
HR 1260,hr1260
HR1260,hr1260
HR 1260,hr1260
HR 1260,hr1260
HR 1260,hr1260
HR 1260,hr1260
HR 1260,hr1260
HR 1260,hr1260
alp Dra,alpdra
alpha Dra,alpdra
alpha Dra,alpdra
alpha Dra,alpdra
alpha Dra,alpdra
alpha Dra,alpdra
alpha Dra,alpdra
alfa Dra,alpdra
alpha Dra,alpdra
alpha Dra,alpdra
alpha Dra,alpdra
alpha Dra,alpdra
alpha Dra,alpdra
alpha Dra,alpdra
alp Dra,alpdra
alp Dra,alpdra
alpha Dra,alpdra
alfa Dra,alpdra
alpha Dra,alpdra
alp Dra,alpdra
alp Dra,alpdra
alpha Dra,alpdra
alpha Dra,alpdra
alfa Dra,alpdra
Alp Dra,alpdra
alpha Dra,alpdra
alp Dra,alpdra
alpha Dra,alpdra
alfa Dra,alpdra
alpha Dra,alpdra
alp Dra,alpdra
alpha Dra,alpdra
alfa Dra,alpdra
alpha Dra,alpdra
alfa Dra,alpdra
alpha Dra,alpdra
alpha Dra,alpdra
alpha Dra,alpdra
Alp Dra,alpdra
alpha Dra,alpdra
alpha Dra,alpdra
alpha Dra,alpdra
alpha Dra,alpdra
alp Dra,alpdra
alpha Dra,alpdra
alpha Dra,alpdra
alpha Dra,alpdra
alfa Dra,alpdra
alpha Dra,alpdra
alpha Dra,alpdra
alpha Dra,alpdra
alfa Dra,alpdra
alpha Dra,alpdra
alpha Dra,alpdra
alp Dra,alpdra
alp Dra,alpdra
alpha Dra,alpdra
alpha Dra,alpdra
alpha Dra,alpdra
Alp Dra,alpdra
Alp Dra,alpdra
alpha Dra,alpdra
alpha Dra,alpdra
alpha Dra,alpdra
alpha Dra,alpdra
alpha Dra,alpdra
